chr,region,ctrl_18w_methy_site_num,chr,region,ccl4_18w_methy_site_num
chr6,59500000,2286,chr6,5.9e+07,3006
chr6,6e+07,2315,chr6,59500000,2431
chr6,60500000,2229,chr6,6e+07,2306
chr6,6.1e+07,2480,chr6,60500000,2389
chr6,61500000,2954,chr6,6.1e+07,2689
chr6,6.2e+07,2277,chr6,61500000,3009
chr6,62500000,2070,chr6,6.2e+07,2268
chr6,6.3e+07,2066,chr6,62500000,1992
chr6,63500000,2185,chr6,6.3e+07,1978
chr6,6.4e+07,2303,chr6,63500000,2275
chr6,64500000,2624,chr6,6.4e+07,2131
chr6,6.5e+07,3664,chr6,64500000,2667
chr6,65500000,3033,chr6,6.5e+07,3646
chr6,6.6e+07,3059,chr6,65500000,3248
chr6,66500000,2499,chr6,6.6e+07,3280
chr6,6.7e+07,3063,chr6,66500000,2656
chr6,67500000,3284,chr6,6.7e+07,3218
chr6,6.8e+07,2748,chr6,67500000,3752
chr6,68500000,2233,chr6,6.8e+07,2855
chr6,6.9e+07,2304,chr6,68500000,2218
chr6,69500000,2433,chr6,6.9e+07,2402
chr6,7e+07,2217,chr6,69500000,2346
chr6,70500000,2026,chr6,7e+07,2149
chr6,7.1e+07,3575,chr6,70500000,2088
chr6,71500000,3670,chr6,7.1e+07,4223
chr6,7.2e+07,3713,chr6,71500000,4116
chr6,72500000,4173,chr6,7.2e+07,4466
chr6,7.3e+07,4250,chr6,72500000,5075
chr6,73500000,3416,chr6,7.3e+07,4888
chr6,7.4e+07,1940,chr6,73500000,3868
chr6,74500000,1618,chr6,7.4e+07,2038
chr6,7.5e+07,1431,chr6,74500000,1629
chr6,75500000,1290,chr6,7.5e+07,1442
chr6,7.6e+07,1591,chr6,75500000,1234
chr6,76500000,2050,chr6,7.6e+07,1531
chr6,7.7e+07,2164,chr6,76500000,1966
chr6,77500000,2573,chr6,7.7e+07,2102
chr6,7.8e+07,2575,chr6,77500000,2670
chr6,78500000,2184,chr6,7.8e+07,2707
chr6,7.9e+07,2147,chr6,78500000,2219
chr6,79500000,2205,chr6,7.9e+07,2101
chr6,8e+07,2141,chr6,79500000,2182
chr6,80500000,2160,chr6,8e+07,2090
chr6,8.1e+07,2040,chr6,80500000,2125
chr6,81500000,1843,chr6,8.1e+07,2045
chr6,8.2e+07,2993,chr6,81500000,1967
chr6,82500000,3098,chr6,8.2e+07,3331
chr6,8.3e+07,3208,chr6,82500000,3323
chr6,83500000,4451,chr6,8.3e+07,3934
chr6,8.4e+07,3442,chr6,83500000,5360
chr6,84500000,3658,chr6,8.4e+07,4079
chr6,8.5e+07,2822,chr6,84500000,4280
chr6,85500000,3901,chr6,8.5e+07,3207
chr6,8.6e+07,3385,chr6,85500000,4863
chr6,86500000,4103,chr6,8.6e+07,3870
chr6,8.7e+07,3986,chr6,86500000,4919
chr6,87500000,4242,chr6,8.7e+07,4264
chr6,8.8e+07,4263,chr6,87500000,5062
chr6,88500000,3811,chr6,8.8e+07,5181
chr6,8.9e+07,4323,chr6,88500000,4638
chr6,89500000,3340,chr6,8.9e+07,5214
chr6,9e+07,2767,chr6,89500000,4035
chr6,90500000,3037,chr6,9e+07,2874
chr6,9.1e+07,3003,chr6,90500000,3460
chr6,91500000,3628,chr6,9.1e+07,3580
chr6,9.2e+07,3909,chr6,91500000,4599
chr6,92500000,3124,chr6,9.2e+07,4736
chr6,9.3e+07,3568,chr6,92500000,3737
chr6,93500000,3244,chr6,9.3e+07,3914
chr6,9.4e+07,3543,chr6,93500000,3526
chr6,94500000,3824,chr6,9.4e+07,3943
chr6,9.5e+07,4074,chr6,94500000,4205
chr6,95500000,3051,chr6,9.5e+07,4859
chr6,9.6e+07,3589,chr6,95500000,3441
chr6,96500000,3042,chr6,9.6e+07,3877
chr6,9.7e+07,2644,chr6,96500000,3165
chr6,97500000,4155,chr6,9.7e+07,2688
chr6,9.8e+07,3744,chr6,97500000,4552
chr6,98500000,3614,chr6,9.8e+07,3950
chr6,9.9e+07,4203,chr6,98500000,3717
chr6,99500000,5047,chr6,9.9e+07,4653
chr6,1e+08,4497,chr6,99500000,5536
chr6,100500000,3787,chr6,1e+08,5185
chr6,1.01e+08,4440,chr6,100500000,4661
chr6,101500000,3992,chr6,1.01e+08,4906
chr6,1.02e+08,2749,chr6,101500000,4402
chr6,102500000,2418,chr6,1.02e+08,2931
chr6,1.03e+08,2359,chr6,102500000,2376
chr6,103500000,2373,chr6,1.03e+08,2350
chr6,1.04e+08,2859,chr6,103500000,2453
chr6,104500000,1982,chr6,1.04e+08,2828
chr6,1.05e+08,2170,chr6,104500000,1920
chr6,105500000,1875,chr6,1.05e+08,2061
chr6,1.06e+08,1706,chr6,105500000,1898
chr6,106500000,1949,chr6,1.06e+08,1688
chr6,1.07e+08,2484,chr6,106500000,1908
chr6,107500000,2453,chr6,1.07e+08,2705
chr6,1.08e+08,2226,chr6,107500000,2509
chr6,108500000,3949,chr6,1.08e+08,2388
chr6,1.09e+08,3341,chr6,108500000,4560
chr6,109500000,2189,chr6,1.09e+08,3811
chr6,1.1e+08,1691,chr6,109500000,2271
chr6,110500000,1682,chr6,1.1e+08,1673
chr6,1.11e+08,1982,chr6,110500000,1564
chr6,111500000,1697,chr6,1.11e+08,1887
chr6,1.12e+08,2305,chr6,111500000,1705
chr6,112500000,3074,chr6,1.12e+08,2369
chr6,1.13e+08,4143,chr6,112500000,3579
chr6,113500000,4169,chr6,1.13e+08,4645
chr6,1.14e+08,4147,chr6,113500000,4913
chr6,114500000,3932,chr6,1.14e+08,4884
chr6,1.15e+08,3742,chr6,114500000,4803
chr6,115500000,3427,chr6,1.15e+08,4241
chr6,1.16e+08,4230,chr6,115500000,3893
chr6,116500000,3269,chr6,1.16e+08,5317
chr6,1.17e+08,3650,chr6,116500000,3684
chr6,117500000,3751,chr6,1.17e+08,4168
chr6,1.18e+08,4020,chr6,117500000,4326
chr6,118500000,4088,chr6,1.18e+08,4694
chr6,1.19e+08,4721,chr6,118500000,4890
chr6,119500000,4383,chr6,1.19e+08,5693
chr6,1.2e+08,3023,chr6,119500000,5234
chr6,120500000,3867,chr6,1.2e+08,3229
chr6,1.21e+08,3452,chr6,120500000,4403
chr6,121500000,4311,chr6,1.21e+08,4109
chr6,1.22e+08,2710,chr6,121500000,5032
chr6,122500000,2995,chr6,1.22e+08,2791
chr6,1.23e+08,3865,chr6,122500000,3387
chr6,123500000,1834,chr6,1.23e+08,4664
chr6,1.24e+08,1744,chr6,123500000,2078
chr6,124500000,2968,chr6,1.24e+08,1901
chr6,1.25e+08,4230,chr6,124500000,3252
chr6,125500000,4258,chr6,1.25e+08,5230
chr6,1.26e+08,3730,chr6,125500000,5256
chr6,126500000,3314,chr6,1.26e+08,4213
chr6,1.27e+08,4177,chr6,126500000,3551
chr6,127500000,4084,chr6,1.27e+08,4895
chr6,1.28e+08,3671,chr6,127500000,4695
chr6,128500000,3831,chr6,1.28e+08,4562
chr6,1.29e+08,2899,chr6,128500000,4770
chr6,129500000,2581,chr6,1.29e+08,3253
chr6,1.3e+08,1320,chr6,129500000,2802
chr6,130500000,789,chr6,1.3e+08,1497
chr6,1.31e+08,1481,chr6,130500000,789
chr6,131500000,1716,chr6,1.31e+08,1428
chr6,1.32e+08,472,chr6,131500000,1775
chr6,132500000,1441,chr6,1.32e+08,493
chr6,1.33e+08,976,chr6,132500000,1433
chr6,133500000,1139,chr6,1.33e+08,960
chr6,1.34e+08,1718,chr6,133500000,1250
chr6,134500000,3558,chr6,1.34e+08,1736
chr6,1.35e+08,2881,chr6,134500000,4339
chr6,135500000,2527,chr6,1.35e+08,3369
chr6,1.36e+08,2863,chr6,135500000,3340
chr6,136500000,2853,chr6,1.36e+08,3327
chr6,1.37e+08,3018,chr6,136500000,3457
chr6,137500000,3468,chr6,1.37e+08,3682
chr6,1.38e+08,5019,chr6,137500000,3941
chr6,138500000,3568,chr6,1.38e+08,5555
chr6,1.39e+08,1812,chr6,138500000,3629
chr6,139500000,2059,chr6,1.39e+08,1806
chr6,1.4e+08,2166,chr6,139500000,2047
chr6,140500000,4127,chr6,1.4e+08,2320
chr6,1.41e+08,4285,chr6,140500000,4892
chr6,141500000,3867,chr6,1.41e+08,4974
chr6,1.42e+08,2491,chr6,141500000,4270
chr6,142500000,3407,chr6,1.42e+08,2491
chr6,1.43e+08,4961,chr6,142500000,3765
chr6,143500000,5414,chr6,1.43e+08,5679
chr6,1.44e+08,4719,chr6,143500000,6229
chr6,144500000,4772,chr6,1.44e+08,5195
chr6,1.45e+08,4406,chr6,144500000,5249
chr6,145500000,3059,chr6,1.45e+08,4914
chr6,1.46e+08,4452,chr6,145500000,3652
chr6,146500000,3655,chr6,1.46e+08,5109
chr6,1.47e+08,2260,chr6,146500000,4288
chr6,147500000,2656,chr6,1.47e+08,2806
chr6,1.48e+08,2692,chr6,147500000,3214
chr6,148500000,3123,chr6,1.48e+08,2927
chr6,1.49e+08,2859,chr6,148500000,3491
chr6,149500000,2658,chr6,1.49e+08,2933
chr7,3500000,3113,chr6,149500000,2928
chr7,4e+06,2039,chr7,3500000,3627
chr7,4500000,2713,chr7,4e+06,2362
chr7,5e+06,3667,chr7,4500000,3009
chr7,5500000,2810,chr7,5e+06,4289
chr7,6e+06,1727,chr7,5500000,3121
chr7,6500000,3693,chr7,6e+06,1823
chr7,7e+06,3485,chr7,6500000,4187
chr7,7500000,2488,chr7,7e+06,3952
chr7,8e+06,635,chr7,7500000,2519
chr7,8500000,1114,chr7,8e+06,628
chr7,9e+06,475,chr7,8500000,1097
chr7,9500000,619,chr7,9e+06,453
chr7,1e+07,397,chr7,9500000,641
chr7,10500000,1783,chr7,1e+07,363
chr7,1.1e+07,1327,chr7,10500000,1883
chr7,11500000,835,chr7,1.1e+07,1293
chr7,1.2e+07,2173,chr7,11500000,921
chr7,12500000,2071,chr7,1.2e+07,2128
chr7,1.3e+07,3017,chr7,12500000,2250
chr7,13500000,2591,chr7,1.3e+07,3602
chr7,1.4e+07,2285,chr7,13500000,3025
chr7,14500000,2166,chr7,1.4e+07,2433
chr7,1.5e+07,3553,chr7,14500000,2257
chr7,15500000,2564,chr7,1.5e+07,3734
chr7,1.6e+07,2952,chr7,15500000,2529
chr7,16500000,3372,chr7,1.6e+07,3404
chr7,1.7e+07,3852,chr7,16500000,4412
chr7,17500000,2204,chr7,1.7e+07,4684
chr7,1.8e+07,1851,chr7,17500000,2345
chr7,18500000,2423,chr7,1.8e+07,1954
chr7,1.9e+07,3010,chr7,18500000,2593
chr7,19500000,4181,chr7,1.9e+07,3498
chr7,2e+07,4216,chr7,19500000,5288
chr7,20500000,455,chr7,2e+07,5469
chr7,2.1e+07,663,chr7,20500000,453
chr7,21500000,891,chr7,2.1e+07,52
chr7,2.2e+07,1,chr7,21500000,73
chr7,22500000,21,chr7,22500000,1
chr7,2.3e+07,932,chr7,2.3e+07,414
chr7,23500000,1168,chr7,23500000,1036
chr7,2.4e+07,2047,chr7,2.4e+07,2122
chr7,24500000,3583,chr7,24500000,4335
chr7,2.5e+07,4096,chr7,2.5e+07,5328
chr7,25500000,3900,chr7,25500000,5093
chr7,2.6e+07,3903,chr7,2.6e+07,4817
chr7,26500000,2559,chr7,26500000,2838
chr7,2.7e+07,2560,chr7,2.7e+07,2692
chr7,27500000,3515,chr7,27500000,4382
chr7,2.8e+07,3902,chr7,2.8e+07,4630
chr7,28500000,4433,chr7,28500000,5584
chr7,2.9e+07,3941,chr7,2.9e+07,4887
chr7,29500000,3941,chr7,29500000,5156
chr7,3e+07,3482,chr7,3e+07,4204
chr7,30500000,2858,chr7,30500000,4009
chr7,3.1e+07,3571,chr7,3.1e+07,4546
chr7,31500000,2743,chr7,31500000,3297
chr7,3.2e+07,1667,chr7,3.2e+07,1910
chr7,32500000,688,chr7,32500000,781
chr7,3.3e+07,9,chr7,3.3e+07,4
chr7,33500000,939,chr7,33500000,1118
chr7,3.4e+07,2437,chr7,3.4e+07,2605
chr7,34500000,3616,chr7,34500000,4141
chr7,3.5e+07,3905,chr7,3.5e+07,4904
chr7,35500000,3790,chr7,35500000,4714
chr7,3.6e+07,4333,chr7,3.6e+07,4917
chr7,36500000,3817,chr7,36500000,4198
chr7,3.7e+07,3143,chr7,3.7e+07,3662
chr7,37500000,2850,chr7,37500000,3355
chr7,3.8e+07,3445,chr7,3.8e+07,4096
chr7,38500000,1628,chr7,38500000,1906
chr7,3.9e+07,60,chr7,3.9e+07,67
chr7,39500000,219,chr7,39500000,204
chr7,4e+07,1937,chr7,4e+07,2101
chr7,40500000,2013,chr7,40500000,2220
chr7,4.1e+07,2491,chr7,4.1e+07,2808
chr7,41500000,2617,chr7,41500000,2529
chr7,4.2e+07,2522,chr7,4.2e+07,2627
chr7,42500000,2625,chr7,42500000,2791
chr7,4.3e+07,3128,chr7,4.3e+07,3204
chr7,43500000,3618,chr7,43500000,3918
chr7,4.4e+07,3395,chr7,4.4e+07,3983
chr7,44500000,3227,chr7,44500000,4000
chr7,4.5e+07,4376,chr7,4.5e+07,5610
chr7,45500000,4515,chr7,45500000,5899
chr7,4.6e+07,4035,chr7,4.6e+07,5196
chr7,46500000,4400,chr7,46500000,5415
chr7,4.7e+07,4852,chr7,4.7e+07,5724
chr7,47500000,3093,chr7,47500000,3373
chr7,4.8e+07,2108,chr7,4.8e+07,2172
chr7,48500000,2053,chr7,48500000,2145
chr7,4.9e+07,3486,chr7,4.9e+07,3907
chr7,49500000,4374,chr7,49500000,5187
chr7,5e+07,4572,chr7,5e+07,5337
chr7,50500000,2524,chr7,50500000,2573
chr7,5.1e+07,2098,chr7,5.1e+07,2140
chr7,51500000,2061,chr7,51500000,2169
chr7,5.2e+07,3117,chr7,5.2e+07,3265
chr7,52500000,1806,chr7,52500000,1846
chr7,5.3e+07,1672,chr7,5.3e+07,1664
chr7,53500000,1699,chr7,53500000,1602
chr7,5.4e+07,1741,chr7,5.4e+07,1756
chr7,54500000,2134,chr7,54500000,2192
chr7,5.5e+07,1946,chr7,5.5e+07,1932
chr7,55500000,1800,chr7,55500000,1764
chr7,5.6e+07,2846,chr7,5.6e+07,3066
chr7,56500000,2797,chr7,56500000,2881
chr7,5.7e+07,1688,chr7,5.7e+07,1719
chr7,57500000,2261,chr7,57500000,2411
chr7,5.8e+07,2372,chr7,5.8e+07,2440
chr7,58500000,1890,chr7,58500000,1904
chr7,5.9e+07,2635,chr7,5.9e+07,2679
chr7,59500000,1893,chr7,59500000,1873
chr7,6e+07,1466,chr7,6e+07,1460
chr7,60500000,1972,chr7,60500000,1892
chr7,6.1e+07,2115,chr7,6.1e+07,2072
chr7,61500000,1818,chr7,61500000,1794
chr7,6.2e+07,1836,chr7,6.2e+07,1816
chr7,62500000,2220,chr7,62500000,2390
chr7,6.3e+07,2456,chr7,6.3e+07,2563
chr7,63500000,2477,chr7,63500000,2669
chr7,6.4e+07,3121,chr7,6.4e+07,3464
chr7,64500000,3643,chr7,64500000,4307
chr7,6.5e+07,3649,chr7,6.5e+07,4108
chr7,65500000,4245,chr7,65500000,4633
chr7,6.6e+07,4148,chr7,6.6e+07,4715
chr7,66500000,4480,chr7,66500000,5288
chr7,6.7e+07,3881,chr7,6.7e+07,4497
chr7,67500000,3429,chr7,67500000,3953
chr7,6.8e+07,4676,chr7,6.8e+07,5378
chr7,68500000,5058,chr7,68500000,5917
chr7,6.9e+07,3490,chr7,6.9e+07,3849
chr7,69500000,2432,chr7,69500000,2474
chr7,7e+07,2965,chr7,7e+07,2969
chr7,70500000,3858,chr7,70500000,4209
chr7,7.1e+07,3367,chr7,7.1e+07,3667
chr7,71500000,3188,chr7,71500000,3385
chr7,7.2e+07,2705,chr7,7.2e+07,2753
chr7,72500000,3143,chr7,72500000,3382
chr7,7.3e+07,2663,chr7,7.3e+07,2845
chr7,73500000,4283,chr7,73500000,4753
chr7,7.4e+07,4089,chr7,7.4e+07,4665
chr7,74500000,3336,chr7,74500000,3585
chr7,7.5e+07,2672,chr7,7.5e+07,2775
chr7,75500000,2912,chr7,75500000,3199
chr7,7.6e+07,3735,chr7,7.6e+07,4108
chr7,76500000,2650,chr7,76500000,2854
chr7,7.7e+07,2141,chr7,7.7e+07,2200
chr7,77500000,2046,chr7,77500000,2004
chr7,7.8e+07,2057,chr7,7.8e+07,2077
chr7,78500000,2766,chr7,78500000,2888
chr7,7.9e+07,4015,chr7,7.9e+07,4732
chr7,79500000,4244,chr7,79500000,5192
chr7,8e+07,4276,chr7,8e+07,4869
chr7,80500000,4054,chr7,80500000,5182
chr7,8.1e+07,3849,chr7,8.1e+07,4852
chr7,81500000,3738,chr7,81500000,4343
chr7,8.2e+07,4036,chr7,8.2e+07,4630
chr7,82500000,3555,chr7,82500000,4154
chr7,8.3e+07,3337,chr7,8.3e+07,3718
chr7,83500000,3002,chr7,83500000,3220
chr7,8.4e+07,3114,chr7,8.4e+07,3542
chr7,84500000,3182,chr7,84500000,3720
chr7,8.5e+07,2231,chr7,8.5e+07,2341
chr7,85500000,1754,chr7,85500000,1725
chr7,8.6e+07,2058,chr7,8.6e+07,1979
chr7,86500000,1956,chr7,86500000,1909
chr7,8.7e+07,2039,chr7,8.7e+07,1964
chr7,87500000,1840,chr7,87500000,1839
chr7,8.8e+07,1738,chr7,8.8e+07,1687
chr7,88500000,2482,chr7,88500000,2459
chr7,8.9e+07,2041,chr7,8.9e+07,2230
chr7,89500000,3310,chr7,89500000,3511
chr7,9e+07,3031,chr7,9e+07,3336
chr7,90500000,3719,chr7,90500000,4225
chr7,9.1e+07,2159,chr7,9.1e+07,2221
chr7,91500000,2313,chr7,91500000,2230
chr7,9.2e+07,2166,chr7,9.2e+07,2148
chr7,92500000,2368,chr7,92500000,2432
chr7,9.3e+07,3308,chr7,9.3e+07,3636
chr7,93500000,2082,chr7,93500000,2273
chr7,9.4e+07,1701,chr7,9.4e+07,1732
chr7,94500000,1695,chr7,94500000,1701
chr7,9.5e+07,2033,chr7,9.5e+07,1972
chr7,95500000,1915,chr7,95500000,1902
chr7,9.6e+07,2750,chr7,9.6e+07,2839
chr7,96500000,2986,chr7,96500000,3363
chr7,9.7e+07,4016,chr7,9.7e+07,4574
chr7,97500000,2663,chr7,97500000,2955
chr7,9.8e+07,3281,chr7,9.8e+07,3566
chr7,98500000,3300,chr7,98500000,3934
chr7,9.9e+07,3991,chr7,9.9e+07,4871
chr7,99500000,3838,chr7,99500000,4785
chr7,1e+08,3701,chr7,1e+08,4250
chr7,100500000,3820,chr7,100500000,4584
chr7,1.01e+08,3408,chr7,1.01e+08,3991
chr7,101500000,3007,chr7,101500000,3788
chr7,1.02e+08,3368,chr7,1.02e+08,3986
chr7,102500000,3050,chr7,102500000,3535
chr7,1.03e+08,2559,chr7,1.03e+08,2607
chr7,103500000,2270,chr7,103500000,2212
chr7,1.04e+08,1349,chr7,1.04e+08,1356
chr7,104500000,1938,chr7,104500000,2125
chr7,1.05e+08,2120,chr7,1.05e+08,2230
chr7,105500000,2515,chr7,105500000,2776
chr7,1.06e+08,2463,chr7,1.06e+08,2712
chr7,106500000,926,chr7,106500000,1008
chr7,1.07e+08,1645,chr7,1.07e+08,1679
chr7,107500000,2301,chr7,107500000,2433
chr7,1.08e+08,3026,chr7,1.08e+08,3350
chr7,108500000,2001,chr7,108500000,1996
chr7,1.09e+08,2538,chr7,1.09e+08,2784
chr7,109500000,3450,chr7,109500000,4025
chr7,1.1e+08,3898,chr7,1.1e+08,4450
chr7,110500000,3786,chr7,110500000,4135
chr7,1.11e+08,3875,chr7,1.11e+08,4674
chr7,111500000,3295,chr7,111500000,3754
chr7,1.12e+08,3173,chr7,1.12e+08,3446
chr7,112500000,3632,chr7,112500000,4048
chr7,1.13e+08,3927,chr7,1.13e+08,4699
chr7,113500000,3167,chr7,113500000,3517
chr7,1.14e+08,3163,chr7,1.14e+08,3456
chr7,114500000,3076,chr7,114500000,3351
chr7,1.15e+08,2895,chr7,1.15e+08,3093
chr7,115500000,2742,chr7,115500000,3030
chr7,1.16e+08,3075,chr7,1.16e+08,3218
chr7,116500000,3643,chr7,116500000,4300
chr7,1.17e+08,3223,chr7,1.17e+08,3579
chr7,117500000,3531,chr7,117500000,4093
chr7,1.18e+08,3735,chr7,1.18e+08,4075
chr7,118500000,3251,chr7,118500000,3640
chr7,1.19e+08,4119,chr7,1.19e+08,5068
chr7,119500000,2652,chr7,119500000,2954
chr7,1.2e+08,3073,chr7,1.2e+08,3442
chr7,120500000,2772,chr7,120500000,3050
chr7,1.21e+08,4071,chr7,1.21e+08,4614
chr7,121500000,3945,chr7,121500000,4536
chr7,1.22e+08,4102,chr7,1.22e+08,4634
chr7,122500000,4323,chr7,122500000,5180
chr7,1.23e+08,4006,chr7,1.23e+08,4622
chr7,123500000,4342,chr7,123500000,4987
chr7,1.24e+08,3161,chr7,1.24e+08,3444
chr7,124500000,3141,chr7,124500000,3186
chr7,1.25e+08,2529,chr7,1.25e+08,2752
chr7,125500000,2584,chr7,125500000,3017
chr7,1.26e+08,2943,chr7,1.26e+08,3669
chr7,126500000,4058,chr7,126500000,4960
chr7,1.27e+08,4476,chr7,1.27e+08,5510
chr7,127500000,4447,chr7,127500000,5702
chr7,1.28e+08,4313,chr7,1.28e+08,5522
chr7,128500000,4068,chr7,128500000,4989
chr7,1.29e+08,3898,chr7,1.29e+08,4254
chr7,129500000,3447,chr7,129500000,3875
chr7,1.3e+08,3824,chr7,1.3e+08,4347
chr7,130500000,4337,chr7,130500000,4949
chr7,1.31e+08,4686,chr7,1.31e+08,5772
chr7,131500000,3512,chr7,131500000,4006
chr7,1.32e+08,4505,chr7,1.32e+08,5108
chr7,132500000,3997,chr7,132500000,4700
chr7,1.33e+08,4298,chr7,1.33e+08,4571
chr7,133500000,4435,chr7,133500000,5060
chr7,1.34e+08,4403,chr7,1.34e+08,5224
chr7,134500000,3386,chr7,134500000,3771
chr7,1.35e+08,4053,chr7,1.35e+08,4320
chr7,135500000,4092,chr7,135500000,4762
chr7,1.36e+08,4210,chr7,1.36e+08,4943
chr7,136500000,4246,chr7,136500000,4844
chr7,1.37e+08,4496,chr7,1.37e+08,5229
chr7,137500000,5350,chr7,137500000,6090
chr7,1.38e+08,3765,chr7,1.38e+08,4089
chr7,138500000,3885,chr7,138500000,4193
chr7,1.39e+08,4022,chr7,1.39e+08,4499
chr7,139500000,3676,chr7,139500000,4267
chr7,1.4e+08,4065,chr7,1.4e+08,5122
chr7,140500000,3638,chr7,140500000,4032
chr7,1.41e+08,3877,chr7,1.41e+08,4288
chr7,141500000,4722,chr7,141500000,5685
chr7,1.42e+08,3545,chr7,1.42e+08,4291
chr7,142500000,2579,chr7,142500000,3056
chr7,1.43e+08,2506,chr7,1.43e+08,2921
chr7,143500000,2951,chr7,143500000,3614
chr7,1.44e+08,3376,chr7,1.44e+08,3938
chr7,144500000,3293,chr7,144500000,3970
chr7,1.45e+08,3163,chr7,1.45e+08,4238
chr8,3500000,3086,chr8,3500000,3476
chr8,4e+06,3501,chr8,4e+06,4214
chr8,4500000,3179,chr8,4500000,3661
chr8,5e+06,2556,chr8,5e+06,2688
chr8,5500000,2023,chr8,5500000,2140
chr8,6e+06,2521,chr8,6e+06,2524
chr8,6500000,1983,chr8,6500000,1944
chr8,7e+06,2014,chr8,7e+06,2005
chr8,7500000,2109,chr8,7500000,2010
chr8,8e+06,2261,chr8,8e+06,2314
chr8,8500000,3733,chr8,8500000,4054
chr8,9e+06,5045,chr8,9e+06,5669
chr8,9500000,4501,chr8,9500000,4885
chr8,1e+07,3971,chr8,1e+07,4213
chr8,10500000,4324,chr8,10500000,4671
chr8,1.1e+07,4419,chr8,1.1e+07,5249
chr8,11500000,4952,chr8,11500000,6169
chr8,1.2e+07,4934,chr8,1.2e+07,5864
chr8,12500000,5083,chr8,12500000,6190
chr8,1.3e+07,5084,chr8,1.3e+07,5966
chr8,13500000,5212,chr8,13500000,6452
chr8,1.4e+07,4541,chr8,1.4e+07,5590
chr8,14500000,4374,chr8,14500000,4932
chr8,1.5e+07,4403,chr8,1.5e+07,5435
chr8,15500000,4020,chr8,15500000,4382
chr8,1.6e+07,3213,chr8,1.6e+07,3406
chr8,16500000,2772,chr8,16500000,2812
chr8,1.7e+07,2385,chr8,1.7e+07,2443
chr8,17500000,2342,chr8,17500000,2394
chr8,1.8e+07,2382,chr8,1.8e+07,2589
chr8,18500000,2847,chr8,18500000,3018
chr8,1.9e+07,4120,chr8,1.9e+07,4808
chr8,19500000,1573,chr8,19500000,1689
chr8,2e+07,3286,chr8,2e+07,3389
chr8,20500000,2386,chr8,20500000,2407
chr8,2.1e+07,1613,chr8,2.1e+07,1586
chr8,21500000,350,chr8,21500000,369
chr8,2.2e+07,1729,chr8,2.2e+07,1828
chr8,22500000,4430,chr8,22500000,5008
chr8,2.3e+07,4625,chr8,2.3e+07,5352
chr8,23500000,4333,chr8,23500000,5256
chr8,2.4e+07,3663,chr8,2.4e+07,4138
chr8,24500000,4018,chr8,24500000,4659
chr8,2.5e+07,3659,chr8,2.5e+07,4147
chr8,25500000,4324,chr8,25500000,5155
chr8,2.6e+07,4783,chr8,2.6e+07,5394
chr8,26500000,3892,chr8,26500000,4573
chr8,2.7e+07,3950,chr8,2.7e+07,4685
chr8,27500000,4296,chr8,27500000,5072
chr8,2.8e+07,2852,chr8,2.8e+07,2882
chr8,28500000,2703,chr8,28500000,2685
chr8,2.9e+07,3100,chr8,2.9e+07,3308
chr8,29500000,2904,chr8,29500000,3061
chr8,3e+07,1304,chr8,3e+07,1291
chr8,30500000,1412,chr8,30500000,1429
chr8,3.1e+07,2125,chr8,3.1e+07,2214
chr8,31500000,2340,chr8,31500000,2601
chr8,3.2e+07,2114,chr8,3.2e+07,2241
chr8,32500000,2046,chr8,32500000,2244
chr8,3.3e+07,2008,chr8,3.3e+07,2121
chr8,33500000,2074,chr8,33500000,2236
chr8,3.4e+07,2700,chr8,3.4e+07,3165
chr8,34500000,2450,chr8,34500000,2784
chr8,3.5e+07,2801,chr8,3.5e+07,3471
chr8,35500000,2857,chr8,35500000,3473
chr8,3.6e+07,2592,chr8,3.6e+07,3093
chr8,36500000,2836,chr8,36500000,3443
chr8,3.7e+07,2896,chr8,3.7e+07,3144
chr8,37500000,1600,chr8,37500000,1767
chr8,3.8e+07,1097,chr8,3.8e+07,1041
chr8,38500000,1262,chr8,38500000,1191
chr8,3.9e+07,1517,chr8,3.9e+07,1514
chr8,39500000,1466,chr8,39500000,1464
chr8,4e+07,1560,chr8,4e+07,1506
chr8,40500000,2226,chr8,40500000,2265
chr8,4.1e+07,2667,chr8,4.1e+07,2864
chr8,41500000,2577,chr8,41500000,2742
chr8,4.2e+07,1966,chr8,4.2e+07,2027
chr8,42500000,1131,chr8,42500000,1232
chr8,4.3e+07,1616,chr8,4.3e+07,1552
chr8,43500000,2202,chr8,43500000,2416
chr8,4.4e+07,2715,chr8,4.4e+07,2703
chr8,44500000,2942,chr8,44500000,2938
chr8,4.5e+07,4280,chr8,4.5e+07,4559
chr8,45500000,4620,chr8,45500000,5297
chr8,4.6e+07,4300,chr8,4.6e+07,4717
chr8,46500000,4601,chr8,46500000,5022
chr8,4.7e+07,5115,chr8,4.7e+07,5759
chr8,47500000,4746,chr8,47500000,5393
chr8,4.8e+07,5547,chr8,4.8e+07,6332
chr8,48500000,6095,chr8,48500000,6816
chr8,4.9e+07,5357,chr8,4.9e+07,5565
chr8,49500000,3527,chr8,49500000,3656
chr8,5e+07,2887,chr8,5e+07,2777
chr8,50500000,2542,chr8,50500000,2406
chr8,5.1e+07,2574,chr8,5.1e+07,2587
chr8,51500000,2252,chr8,51500000,2236
chr8,5.2e+07,2066,chr8,5.2e+07,2002
chr8,52500000,2165,chr8,52500000,2074
chr8,5.3e+07,1909,chr8,5.3e+07,1801
